person,skill,level
Alex Clark 4256,Python Fundamentals,Advanced
Fatima Walker 4257,JavaScript for Healthcare,Advanced
Fatima Walker 4257,BigQuery Fundamentals,Intermediate
Fatima Walker 4257,Redshift for Healthcare,Intermediate
Fatima Walker 4257,Azure - Best Practices,Advanced
Quinn Smith 4258,Node.js (Intro),Beginner
Quinn Smith 4258,Pandas Fundamentals,Expert
Quinn Smith 4258,NLP,Intermediate
Jordan Brown 4259,AWS Advanced,Advanced
Jordan Brown 4259,Airflow - Best Practices,Beginner
Jordan Brown 4259,Deep Learning for Finance,Beginner
Jordan Brown 4259,Statistics (Intro),Beginner
Jordan Brown 4259,Statistics Fundamentals,Advanced
Jordan Brown 4259,Scikit-Learn,Beginner
Jordan Brown 4259,GANs (Practical),Beginner
Evan Martinez 4260,NLP for Finance,Intermediate
Evan Martinez 4260,Microservices for Healthcare,Beginner
Evan Martinez 4260,PowerBI,Advanced
Evan Martinez 4260,ETL,Advanced
Evan Martinez 4260,TensorFlow for Healthcare,Beginner
Taylor Singh 4261,TensorFlow Fundamentals,Intermediate
Taylor Singh 4261,Python (Practical),Intermediate
Taylor Singh 4261,ETL Advanced,Intermediate
Taylor Singh 4261,CI/CD for Finance,Advanced
Taylor Singh 4261,JavaScript Advanced,Advanced
Hana Garcia 4262,Kafka Fundamentals,Beginner
Hana Garcia 4262,Spark Streaming - Best Practices,Expert
Hana Garcia 4262,Data Visualization for Healthcare,Beginner
Hana Garcia 4262,Tableau - Best Practices,Advanced
Hana Garcia 4262,Kubernetes,Expert
Hana Garcia 4262,Deep Learning - Best Practices,Beginner
Taylor Lee 4263,Scala for Finance,Expert
Taylor Lee 4263,REST APIs - Best Practices,Intermediate
Taylor Lee 4263,Reinforcement Learning,Advanced
Taylor Lee 4263,Python Fundamentals,Advanced
Taylor Lee 4263,Kafka Fundamentals,Beginner
Mateo Walker 4264,Kubernetes (Intro),Beginner
Mateo Walker 4264,Node.js - Best Practices,Beginner
Mateo Walker 4264,Kubernetes Advanced,Beginner
Mateo Walker 4264,Go Fundamentals,Expert
Jamie Lopez 4265,CI/CD for Healthcare,Advanced
Jamie Lopez 4265,Python for Healthcare,Intermediate
Jamie Lopez 4265,Microservices - Best Practices,Beginner
Jamie Lopez 4265,Machine Learning (Intro),Intermediate
Zoe Scott 4266,Kubernetes - Best Practices,Intermediate
Zoe Scott 4266,Microservices,Beginner
Zoe Scott 4266,SQL - Best Practices,Advanced
Zoe Scott 4266,Java (Practical),Advanced
Quinn Kumar 4267,Reinforcement Learning Fundamentals,Expert
Quinn Kumar 4267,React - Best Practices,Advanced
Quinn Kumar 4267,Scala - Best Practices,Expert
Quinn Johnson 4268,Node.js (Intro),Advanced
Quinn Johnson 4268,Snowflake (Practical),Intermediate
Quinn Johnson 4268,Snowflake Advanced,Intermediate
Quinn Johnson 4268,Kubernetes Advanced,Intermediate
Quinn Johnson 4268,BigQuery (Intro),Expert
Quinn Johnson 4268,NLP for Finance,Beginner
Quinn Smith 4269,Apache Spark for Healthcare,Expert
Quinn Smith 4269,Go (Practical),Expert
Quinn Smith 4269,PyTorch (Intro),Advanced
Zoe Allen 4270,PowerBI Fundamentals,Beginner
Zoe Allen 4270,GCP Fundamentals,Beginner
Zoe Allen 4270,Kafka (Intro),Intermediate
Zoe Allen 4270,Machine Learning Fundamentals,Intermediate
Zoe Allen 4270,ETL,Advanced
Jamie Garcia 4271,REST APIs for Healthcare,Advanced
Jamie Garcia 4271,Kafka (Intro),Beginner
Jamie Garcia 4271,SQL (Practical),Beginner
Jamie Garcia 4271,Probability - Best Practices,Expert
Jamie Garcia 4271,PyTorch (Practical),Advanced
Jamie Garcia 4271,Apache Spark - Best Practices,Beginner
Jamie Garcia 4271,GANs (Intro),Expert
Drew Johnson 4272,Machine Learning Advanced,Advanced
Drew Johnson 4272,SQL for Finance,Expert
Drew Johnson 4272,Reinforcement Learning for Healthcare,Expert
Drew Johnson 4272,PyTorch for Healthcare,Beginner
Drew Johnson 4272,React,Intermediate
Drew Johnson 4272,Docker Advanced,Beginner
Riley Lopez 4273,NLP for Healthcare,Expert
Riley Lopez 4273,Reinforcement Learning for Healthcare,Intermediate
Riley Lopez 4273,Microservices Fundamentals,Intermediate
Riley Lopez 4273,BigQuery Fundamentals,Beginner
Emma Wang 4274,Kafka - Best Practices,Expert
Emma Wang 4274,Kubernetes (Intro),Intermediate
Emma Wang 4274,Pandas for Healthcare,Beginner
Emma Wang 4274,ETL (Intro),Advanced
Harper Martinez 4275,Cloud Computing,Intermediate
Harper Martinez 4275,Scikit-Learn (Intro),Beginner
Harper Martinez 4275,Kubernetes (Intro),Intermediate
Harper Martinez 4275,NumPy Advanced,Intermediate
Harper Martinez 4275,Snowflake for Finance,Beginner
Harper Martinez 4275,Linux - Best Practices,Advanced
Harper Martinez 4275,Reinforcement Learning - Best Practices,Expert
Jamie Singh 4276,Reinforcement Learning,Advanced
Jamie Singh 4276,Docker (Intro),Intermediate
Jamie Singh 4276,Node.js for Finance,Intermediate
Isabella Wang 4277,React (Practical),Expert
Isabella Wang 4277,Python for Healthcare,Intermediate
Isabella Wang 4277,Spark Streaming Fundamentals,Expert
Isabella Wang 4277,NLP Advanced,Advanced
Isabella Wang 4277,Go for Finance,Advanced
Isabella Wang 4277,Tableau Fundamentals,Expert
Sofia Thomas 4278,Azure (Intro),Beginner
Sofia Thomas 4278,AWS (Intro),Intermediate
Sofia Thomas 4278,Data Visualization Advanced,Advanced
Sofia Thomas 4278,React for Finance,Expert
Sofia Thomas 4278,Kafka - Best Practices,Intermediate
Sofia Thomas 4278,Docker Advanced,Intermediate
Sofia Thomas 4278,Docker - Best Practices,Advanced
Lucas King 4279,Java,Beginner
Lucas King 4279,Data Visualization Advanced,Intermediate
Lucas King 4279,Airflow (Practical),Expert
Reese Lee 4280,Linux (Intro),Beginner
Reese Lee 4280,GCP - Best Practices,Intermediate
Reese Lee 4280,DBT (Intro),Expert
Reese Lee 4280,NumPy - Best Practices,Intermediate
Reese Lee 4280,Linux Fundamentals,Beginner
Riley Martinez 4281,Deep Learning Advanced,Beginner
Riley Martinez 4281,JavaScript for Finance,Expert
Riley Martinez 4281,Kubernetes for Healthcare,Expert
Cameron Martin 4282,Statistics (Practical),Beginner
Cameron Martin 4282,GCP - Best Practices,Intermediate
Cameron Martin 4282,Docker (Practical),Intermediate
Cameron Martin 4282,GANs for Healthcare,Intermediate
Harper Young 4283,Time Series Advanced,Intermediate
Harper Young 4283,Airflow Fundamentals,Expert
Harper Young 4283,Machine Learning Advanced,Advanced
Dylan Lopez 4284,Azure (Intro),Advanced
Dylan Lopez 4284,Snowflake for Healthcare,Expert
Dylan Lopez 4284,TensorFlow Advanced,Advanced
Dylan Lopez 4284,React Advanced,Expert
Dylan Lopez 4284,Machine Learning (Intro),Beginner
Dylan Lopez 4284,DBT (Intro),Intermediate
Nina Thomas 4285,MLOps Fundamentals,Expert
Nina Thomas 4285,REST APIs Fundamentals,Beginner
Nina Thomas 4285,Hadoop Fundamentals,Beginner
Yuki Wright 4286,JavaScript Advanced,Expert
Yuki Wright 4286,AWS for Finance,Beginner
Yuki Wright 4286,Python - Best Practices,Expert
Yuki Wright 4286,PyTorch - Best Practices,Beginner
Nina Taylor 4287,Docker (Practical),Intermediate
Nina Taylor 4287,Python - Best Practices,Intermediate
Nina Taylor 4287,AWS (Intro),Beginner
Nina Taylor 4287,SQL for Finance,Expert
Nina Taylor 4287,Probability - Best Practices,Beginner
Nina Taylor 4287,PyTorch Advanced,Intermediate
Jordan Young 4288,MLOps (Intro),Beginner
Jordan Young 4288,React for Finance,Beginner
Jordan Young 4288,Docker Advanced,Intermediate
Jordan Young 4288,DBT - Best Practices,Advanced
Jordan Young 4288,TensorFlow Fundamentals,Intermediate
Wei Walker 4289,Go - Best Practices,Beginner
Wei Walker 4289,GCP Advanced,Expert
Wei Walker 4289,GANs (Intro),Beginner
Wei Walker 4289,Deep Learning Advanced,Advanced
Wei Walker 4289,React (Practical),Intermediate
Wei Walker 4289,PyTorch (Practical),Advanced
Emma Lee 4290,CI/CD Fundamentals,Advanced
Emma Lee 4290,Airflow - Best Practices,Intermediate
Emma Lee 4290,MLOps for Finance,Intermediate
Emma Lee 4290,Spark Streaming Fundamentals,Beginner
Emma Lee 4290,TensorFlow (Practical),Intermediate
Parker Anderson 4291,Computer Vision Advanced,Beginner
Parker Anderson 4291,Redshift for Healthcare,Expert
Parker Anderson 4291,Data Visualization (Intro),Expert
Parker Anderson 4291,Deep Learning (Intro),Intermediate
Parker Anderson 4291,Docker - Best Practices,Expert
Parker Anderson 4291,JavaScript - Best Practices,Advanced
Parker Anderson 4291,Apache Spark (Intro),Intermediate
Luca Thomas 4292,Scala (Practical),Advanced
Luca Thomas 4292,GANs Advanced,Beginner
Luca Thomas 4292,Deep Learning (Intro),Intermediate
Luca Thomas 4292,SQL (Intro),Intermediate
Luca Thomas 4292,Kubernetes Advanced,Beginner
Rowan Jackson 4293,ETL - Best Practices,Intermediate
Rowan Jackson 4293,Machine Learning for Finance,Beginner
Rowan Jackson 4293,Pandas - Best Practices,Intermediate
Rowan Jackson 4293,REST APIs for Finance,Advanced
Rowan Jackson 4293,Spark Streaming Fundamentals,Intermediate
Mia Martin 4294,Statistics for Healthcare,Expert
Mia Martin 4294,AWS Advanced,Beginner
Mia Martin 4294,NLP for Healthcare,Beginner
Mia Martin 4294,GANs (Intro),Expert
Mia Martin 4294,JavaScript Fundamentals,Beginner
Mia Martin 4294,PowerBI Fundamentals,Beginner
Mia Martin 4294,BigQuery Advanced,Advanced
Evan Brown 4295,AWS for Finance,Expert
Evan Brown 4295,React (Intro),Expert
Evan Brown 4295,Hadoop - Best Practices,Beginner
Harper Thomas 4296,Java Fundamentals,Beginner
Harper Thomas 4296,Tableau for Finance,Beginner
Harper Thomas 4296,Pandas Fundamentals,Beginner
Harper Thomas 4296,ETL for Healthcare,Intermediate
Dylan Moore 4297,Machine Learning Fundamentals,Advanced
Dylan Moore 4297,Probability for Finance,Beginner
Dylan Moore 4297,Reinforcement Learning (Practical),Expert
Dylan Moore 4297,Snowflake for Healthcare,Intermediate
Parker Lopez 4298,Pandas for Finance,Expert
Parker Lopez 4298,Data Visualization for Healthcare,Expert
Parker Lopez 4298,TensorFlow for Healthcare,Advanced
Jamie King 4299,TensorFlow (Practical),Beginner
Jamie King 4299,Hadoop (Practical),Expert
Jamie King 4299,Snowflake for Healthcare,Advanced
Drew Nguyen 4300,Reinforcement Learning,Advanced
Drew Nguyen 4300,Go Advanced,Advanced
Drew Nguyen 4300,SQL Fundamentals,Advanced
Drew Nguyen 4300,Statistics (Intro),Beginner
Drew Nguyen 4300,NumPy for Healthcare,Expert
Drew Nguyen 4300,Go (Intro),Beginner
Drew Nguyen 4300,Tableau Advanced,Expert
Drew Nguyen 4301,Pandas for Finance,Beginner
Drew Nguyen 4301,Redshift for Healthcare,Advanced
Drew Nguyen 4301,Kubernetes (Intro),Expert
Avery Walker 4302,Data Visualization Advanced,Advanced
Avery Walker 4302,Java - Best Practices,Advanced
Avery Walker 4302,Azure for Finance,Intermediate
Avery Walker 4302,GANs for Finance,Beginner
Avery Walker 4302,MLOps Fundamentals,Advanced
Avery Walker 4302,C++,Beginner
Mia Lee 4303,Deep Learning for Finance,Intermediate
Mia Lee 4303,Cloud Computing Advanced,Expert
Mia Lee 4303,Data Visualization (Intro),Beginner
Mia Lee 4303,Spark Streaming - Best Practices,Advanced
Mia Lee 4303,PowerBI (Practical),Intermediate
Mia Lee 4303,Cloud Computing - Best Practices,Expert
Dylan Taylor 4304,Cloud Computing for Healthcare,Advanced
Dylan Taylor 4304,Data Visualization for Finance,Advanced
Dylan Taylor 4304,Kubernetes Fundamentals,Advanced
Dylan Taylor 4304,Apache Spark for Finance,Beginner
Dylan Taylor 4304,Data Visualization - Best Practices,Beginner
Harper Hall 4305,Kubernetes Advanced,Expert
Harper Hall 4305,Reinforcement Learning for Finance,Advanced
Harper Hall 4305,C++ Advanced,Beginner
Harper Hall 4305,Scala for Healthcare,Beginner
Mateo Young 4306,Linux for Healthcare,Beginner
Mateo Young 4306,Redshift (Intro),Beginner
Mateo Young 4306,Azure,Intermediate
Amir Clark 4307,Probability - Best Practices,Expert
Amir Clark 4307,Deep Learning for Healthcare,Intermediate
Amir Clark 4307,Redshift Fundamentals,Beginner
Amir Clark 4307,Java for Finance,Intermediate
Amir Clark 4307,AWS for Healthcare,Intermediate
Amir Clark 4307,Redshift Advanced,Advanced
Amir Clark 4307,Reinforcement Learning for Healthcare,Expert
Taylor Taylor 4308,Time Series for Healthcare,Advanced
Taylor Taylor 4308,Microservices for Finance,Beginner
Taylor Taylor 4308,PyTorch,Beginner
Taylor Taylor 4308,Scikit-Learn,Advanced
Morgan Brown 4309,Snowflake for Finance,Expert
Morgan Brown 4309,Scikit-Learn,Beginner
Morgan Brown 4309,DBT Advanced,Intermediate
Morgan Brown 4309,PyTorch (Practical),Beginner
Morgan Brown 4309,Go Advanced,Advanced
Morgan Johnson 4310,Hadoop,Intermediate
Morgan Johnson 4310,Java Advanced,Intermediate
Morgan Johnson 4310,Linux for Finance,Expert
Amir Wang 4311,Reinforcement Learning for Healthcare,Beginner
Amir Wang 4311,C++ for Healthcare,Beginner
Amir Wang 4311,GCP - Best Practices,Advanced
Alex Brown 4312,Hadoop - Best Practices,Intermediate
Alex Brown 4312,JavaScript,Beginner
Alex Brown 4312,Computer Vision for Healthcare,Beginner
Alex Brown 4312,React (Practical),Advanced
Alex Brown 4312,DBT for Healthcare,Expert
Alex Brown 4312,NumPy - Best Practices,Expert
Amir Lee 4313,Tableau (Practical),Beginner
Amir Lee 4313,Kubernetes Fundamentals,Expert
Amir Lee 4313,Microservices for Healthcare,Intermediate
Rowan Clark 4314,Scala (Practical),Expert
Rowan Clark 4314,Deep Learning - Best Practices,Expert
Rowan Clark 4314,Java Advanced,Advanced
Rowan Clark 4314,ETL,Expert
Rowan Clark 4314,GANs Advanced,Advanced
Rowan Clark 4314,ETL - Best Practices,Beginner
Dylan Thomas 4315,Java (Practical),Expert
Dylan Thomas 4315,Probability (Intro),Beginner
Dylan Thomas 4315,Apache Spark Fundamentals,Expert
Dylan Thomas 4315,Time Series (Practical),Beginner
Mateo Garcia 4316,Probability for Healthcare,Expert
Mateo Garcia 4316,Spark Streaming - Best Practices,Beginner
Mateo Garcia 4316,Snowflake for Finance,Intermediate
Mateo Garcia 4316,Java (Intro),Expert
Isabella Scott 4317,MLOps,Advanced
Isabella Scott 4317,Time Series - Best Practices,Advanced
Isabella Scott 4317,JavaScript (Practical),Expert
Isabella Scott 4317,PowerBI,Intermediate
Isabella Scott 4317,React for Healthcare,Expert
Isabella Scott 4317,Machine Learning - Best Practices,Expert
Isabella Scott 4317,Hadoop (Intro),Intermediate
Mateo Martinez 4318,PowerBI for Healthcare,Expert
Mateo Martinez 4318,React Fundamentals,Intermediate
Mateo Martinez 4318,Go (Practical),Beginner
Mateo Martinez 4318,Statistics - Best Practices,Beginner
Mateo Martinez 4318,Probability (Intro),Expert
Mateo Martinez 4318,TensorFlow - Best Practices,Intermediate
Jamie Young 4319,Airflow Advanced,Intermediate
Jamie Young 4319,Spark Streaming for Healthcare,Advanced
Jamie Young 4319,Go,Beginner
Jamie Young 4319,Node.js for Healthcare,Intermediate
Logan Thomas 4320,JavaScript Advanced,Beginner
Logan Thomas 4320,Hadoop - Best Practices,Expert
Logan Thomas 4320,BigQuery for Finance,Intermediate
Logan Thomas 4320,Go Fundamentals,Expert
Logan Thomas 4320,Statistics for Healthcare,Intermediate
Casey Garcia 4321,PyTorch Advanced,Expert
Casey Garcia 4321,Docker (Practical),Intermediate
Casey Garcia 4321,NumPy Advanced,Expert
Casey Garcia 4321,Hadoop Fundamentals,Expert
Emma Moore 4322,Spark Streaming,Advanced
Emma Moore 4322,CI/CD,Expert
Emma Moore 4322,Hadoop (Intro),Advanced
Emma Moore 4322,NumPy (Intro),Beginner
Emma Moore 4322,Azure - Best Practices,Expert
Sam Taylor 4323,TensorFlow for Healthcare,Intermediate
Sam Taylor 4323,BigQuery Advanced,Beginner
Sam Taylor 4323,AWS - Best Practices,Advanced
Sam Taylor 4323,Computer Vision Fundamentals,Expert
Sam Taylor 4323,Scala for Finance,Expert
Sam Taylor 4323,BigQuery,Advanced
Sam Taylor 4323,NLP (Intro),Intermediate
Parker Lewis 4324,Python Advanced,Expert
Parker Lewis 4324,Spark Streaming - Best Practices,Intermediate
Parker Lewis 4324,Pandas,Intermediate
Parker Lewis 4324,Data Visualization Advanced,Advanced
Parker Lewis 4324,NLP Advanced,Expert
Parker Lewis 4324,Data Visualization Fundamentals,Advanced
Parker Lewis 4324,DBT for Finance,Advanced
Riley Garcia 4325,PowerBI Advanced,Intermediate
Riley Garcia 4325,GANs,Intermediate
Riley Garcia 4325,NumPy Fundamentals,Intermediate
Riley Garcia 4325,Go - Best Practices,Beginner
Mateo King 4326,Deep Learning for Finance,Advanced
Mateo King 4326,Python - Best Practices,Beginner
Mateo King 4326,Python,Intermediate
Mateo King 4326,GANs (Intro),Advanced
Isabella Smith 4327,React for Healthcare,Advanced
Isabella Smith 4327,Airflow for Finance,Intermediate
Isabella Smith 4327,Machine Learning,Expert
Isabella Smith 4327,Microservices,Advanced
Isabella Smith 4327,TensorFlow Advanced,Beginner
Isabella Smith 4327,PyTorch,Intermediate
Isabella Smith 4327,AWS (Practical),Advanced
Rowan Singh 4328,BigQuery,Intermediate
Rowan Singh 4328,Java for Finance,Beginner
Rowan Singh 4328,Probability - Best Practices,Intermediate
Rowan Singh 4328,Probability,Expert
Logan Hall 4329,Go for Finance,Expert
Logan Hall 4329,Docker for Finance,Intermediate
Logan Hall 4329,React (Practical),Intermediate
Charlie Scott 4330,CI/CD for Healthcare,Beginner
Charlie Scott 4330,Node.js Advanced,Beginner
Charlie Scott 4330,SQL (Practical),Advanced
Charlie Scott 4330,Hadoop (Intro),Advanced
Charlie Scott 4330,Reinforcement Learning (Intro),Beginner
Charlie Scott 4330,Time Series Advanced,Intermediate
Charlie Scott 4330,AWS for Healthcare,Advanced
Jordan Patel 4331,JavaScript for Finance,Beginner
Jordan Patel 4331,NumPy,Beginner
Jordan Patel 4331,Snowflake Advanced,Advanced
Jordan Patel 4331,Node.js for Healthcare,Beginner
Charlie Patel 4332,Pandas,Beginner
Charlie Patel 4332,CI/CD (Practical),Expert
Charlie Patel 4332,Node.js for Finance,Expert
Mateo Johnson 4333,Data Visualization (Practical),Advanced
Mateo Johnson 4333,C++,Beginner
Mateo Johnson 4333,TensorFlow (Practical),Intermediate
Mateo Johnson 4333,Computer Vision for Healthcare,Beginner
Mateo Johnson 4333,REST APIs Advanced,Expert
Sam Smith 4334,Scikit-Learn Advanced,Expert
Sam Smith 4334,Spark Streaming Fundamentals,Beginner
Sam Smith 4334,NLP for Finance,Expert
Drew Martin 4335,Kubernetes (Intro),Expert
Drew Martin 4335,Node.js,Expert
Drew Martin 4335,Azure (Intro),Advanced
Drew Martin 4335,Node.js (Practical),Expert
Drew Martin 4335,Linux (Practical),Expert
Drew Martin 4335,AWS Advanced,Expert
Drew Martin 4335,TensorFlow (Practical),Advanced
Mateo Lee 4336,React Fundamentals,Intermediate
Mateo Lee 4336,GANs (Intro),Advanced
Mateo Lee 4336,TensorFlow (Intro),Advanced
Charlie Kumar 4337,Data Visualization for Healthcare,Expert
Charlie Kumar 4337,NumPy for Finance,Advanced
Charlie Kumar 4337,MLOps for Finance,Beginner
Charlie Kumar 4337,Kubernetes for Finance,Expert
Charlie Kumar 4337,PyTorch,Expert
Charlie Kumar 4337,GANs for Finance,Expert
Reese Martin 4338,PyTorch,Beginner
Reese Martin 4338,Kubernetes for Finance,Intermediate
